gene	linb	nSNP
ENSG00000178591_DEFB125	0.041130328979927855	4
ENSG00000125788_DEFB126	0.577207429257118	1
ENSG00000088782_DEFB127	0.5004731896533494	1
ENSG00000185982_DEFB128	0.7969353046032457	1
ENSG00000125903_DEFB129	0.5106169902163913	1
ENSG00000186458_DEFB132	0.7715601351215948	5
ENSG00000196476_C20orf96	0.20851570309683132	11
ENSG00000247315_ZCCHC3	0.10879174205632203	1
ENSG00000125841_NRSN2	0.18842868919440847	3
ENSG00000101255_TRIB3	0.028591313061720802	9
ENSG00000125826_RBCK1	0.21910133183234448	6
ENSG00000101266_CSNK2A1	0.7106081763263044	5
ENSG00000125878_TCF15	0.715809936444246	2
ENSG00000271303_SRXN1	0.07838573159044371	4
ENSG00000270299_AL121758.1	0.17391098849114306	2
ENSG00000215397_SCRT2	0.8450595444740147	3
ENSG00000101276_SLC52A3	0.916685660141016	4
ENSG00000125898_FAM110A	0.7655127207427831	2
ENSG00000101280_ANGPT4	0.3772528740298362	6
ENSG00000101282_RSPO4	0.28999684116630264	9
ENSG00000125818_PSMF1	0.2743630105306325	5
ENSG00000125895_TMEM74B	0.2825084188393774	3
ENSG00000215595_C20orf202	0.3757474203913934	4
ENSG00000244588_RAD21L1	0.2568039443515029	4
ENSG00000101298_SNPH	0.6900967408503844	6
ENSG00000125775_SDCBP2	0.843060816521186	5
ENSG00000274322_AL136531.2	0.407588316115127	1
ENSG00000088832_FKBP1A	0.6204593956482455	6
ENSG00000088833_NSFL1C	0.19802011012971177	1
ENSG00000196209_SIRPB2	0.2919881670913993	6
ENSG00000125900_SIRPD	0.3447504295039878	6
ENSG00000260861_AL049634.2	0.5012064747356615	3
ENSG00000101307_SIRPB1	0.7103872654642306	7
ENSG00000089012_SIRPG	0.6873900825559537	8
ENSG00000198053_SIRPA	0.36882939199888587	3
ENSG00000101327_PDYN	0.23358018695210303	1
ENSG00000125834_STK35	0.8195961106656514	3
ENSG00000286022_AL121899.2	0.4743219484949137	7
ENSG00000125780_TGM3	0.4743219484949137	7
ENSG00000166948_TGM6	0.8355187142391918	14
ENSG00000125835_SNRPB	0.34243650748005017	1
ENSG00000256566_AL049650.1	0.297008891793899	1
ENSG00000088876_ZNF343	0.5139216077237532	9
ENSG00000149488_TMC2	0.9432835225790107	21
ENSG00000101361_NOP56	0.032596702886773965	9
ENSG00000101365_IDH3B	0.19978259225833206	11
ENSG00000088881_EBF4	0.048299000932556346	8
ENSG00000088882_CPXM1	0.30697654634268434	14
ENSG00000241690_AL035460.1	0.17980422117903427	4
ENSG00000258713_C20orf141	0.2402275432520451	4
ENSG00000198326_TMEM239	0.1753628856839088	4
ENSG00000132635_PCED1A	0.9880515394051214	4
ENSG00000215305_VPS16	0.7960252898130662	13
ENSG00000132670_PTPRA	0.045636537598754856	7
ENSG00000125787_GNRH2	0.1766131135942628	9
ENSG00000125901_MRPS26	0.15211119333664214	6
ENSG00000101405_OXT	0.5969306120597884	4
ENSG00000101200_AVP	0.3921748562215279	2
ENSG00000185019_UBOX5	0.9026112267538484	3
ENSG00000215251_FASTKD5	0.015923582335381825	10
ENSG00000198171_DDRGK1	0.7526024174567947	3
ENSG00000125877_ITPA	0.17675921326816268	7
ENSG00000088836_SLC4A11	0.5364575254328017	16
ENSG00000088854_C20orf194	0.7263133567858095	9
ENSG00000088812_ATRN	0.7429022781291624	6
ENSG00000125861_GFRA4	0.6458907504225492	7
ENSG00000149451_ADAM33	0.17351421610970252	24
ENSG00000088827_SIGLEC1	0.6182854792248139	25
ENSG00000132622_HSPA12B	0.09914609710797817	6
ENSG00000101220_C20orf27	0.6173463597226772	1
ENSG00000101222_SPEF1	0.7841859761847162	7
ENSG00000125817_CENPB	0.19460711378383744	1
ENSG00000101224_CDC25B	0.3391080121396661	6
ENSG00000125843_AP5S1	0.8938154399050693	4
ENSG00000088888_MAVS	0.9646391567647894	6
ENSG00000125779_PANK2	0.8728075762822556	7
ENSG00000101236_RNF24	0.6467350174429045	1
ENSG00000088826_SMOX	0.24508407626029216	3
ENSG00000171873_ADRA1D	0.34126673554697873	6
ENSG00000171867_PRNP	0.25165605249634493	1
ENSG00000101265_RASSF2	0.9074835783636004	7
ENSG00000089057_SLC23A2	0.9730143949856294	3
ENSG00000089063_TMEM230	0.8640296907847919	6
ENSG00000101290_CDS2	0.5375260630570262	3
ENSG00000101292_PROKR2	0.578619401180402	3
ENSG00000125772_GPCPD1	0.590838896129195	4
ENSG00000171984_SHLD1	0.10335790831168179	1
ENSG00000089199_CHGB	0.4149832767957826	4
ENSG00000089195_TRMT6	0.6196649864193842	4
ENSG00000125885_MCM8	0.32556039127208214	16
ENSG00000286235_AL035461.3	0.1048277082636021	17
ENSG00000088766_CRLS1	0.6388626992711341	6
ENSG00000125872_LRRN4	0.49726677736673186	8
ENSG00000101311_FERMT1	0.16176426067201466	11
ENSG00000101323_HAO1	0.7238971437035633	4
ENSG00000125827_TMX4	0.7640516544614965	3
ENSG00000182621_PLCB1	0.8978472362682312	3
ENSG00000101333_PLCB4	0.06661381988801196	6
ENSG00000125869_LAMP5	0.1624003777950105	8
ENSG00000101349_PAK5	0.5241288954568724	4
ENSG00000132623_ANKEF1	0.25916040631058923	8
ENSG00000132639_SNAP25	0.5706625462369768	1
ENSG00000125863_MKKS	0.009564647519058056	6
ENSG00000149346_SLX4IP	0.8273117347934925	7
ENSG00000101384_JAG1	0.807056621435981	3
ENSG00000132640_BTBD3	0.13995408732865977	3
ENSG00000172296_SPTLC3	0.7118846315094358	7
ENSG00000101230_ISM1	0.19399994271704102	1
ENSG00000089123_TASP1	0.22820824297168096	3
ENSG00000089048_ESF1	0.45086427719657307	6
ENSG00000101247_NDUFAF5	0.7191448368516948	5
ENSG00000101251_SEL1L2	0.8315161104022031	10
ENSG00000172264_MACROD2	0.021257223302665995	5
ENSG00000089177_KIF16B	0.6510917492729332	20
ENSG00000125870_SNRPB2	0.11641429240443824	4
ENSG00000125851_PCSK2	0.826154522722603	2
ENSG00000125864_BFSP1	0.6010909844201394	7
ENSG00000125868_DSTN	0.7230182377847992	1
ENSG00000125844_RRBP1	0.5300513192132071	9
ENSG00000125888_BANF2	0.16736440706075073	4
ENSG00000089006_SNX5	0.4321603323066491	8
ENSG00000125850_OVOL2	0.12790655241477944	4
ENSG00000125871_MGME1	0.34126923673717147	7
ENSG00000232838_PET117	0.8975111308058217	2
ENSG00000149474_KAT14	0.7333406647271347	12
ENSG00000125846_ZNF133	0.7511721139020833	11
ENSG00000089091_DZANK1	0.526495219031462	21
ENSG00000132664_POLR3F	0.3505250981646457	11
ENSG00000089050_RBBP9	0.7475175006361834	6
ENSG00000101310_SEC23B	0.9483607243018722	16
ENSG00000284776_AL121900.2	0.6631337073768389	1
ENSG00000125821_DTD1	0.6631337073768389	1
ENSG00000132631_SCP2D1	0.8276139862172751	1
ENSG00000185052_SLC24A3	0.7154263551476256	2
ENSG00000132669_RIN2	0.12383191240331226	6
ENSG00000173418_NAA20	0.2774689118358593	7
ENSG00000101343_CRNKL1	0.0812097383128012	11
ENSG00000089101_CFAP61	0.3054649389196067	24
ENSG00000188559_RALGAPA2	0.9839196863972117	25
ENSG00000088970_KIZ	0.8656634716969344	12
ENSG00000088930_XRN2	0.5599760080922647	4
ENSG00000125816_NKX2-4	0.460143861363811	2
ENSG00000125813_PAX1	0.9660141516365743	9
ENSG00000125798_FOXA2	0.2687426829383498	5
ENSG00000132671_SSTR4	0.14403895721002702	8
ENSG00000178726_THBD	0.8687576944781294	1
ENSG00000125810_CD93	0.47303444323724053	11
ENSG00000132661_NXT1	0.12294987338425056	1
ENSG00000125812_GZF1	0.708327136732738	5
ENSG00000125814_NAPB	0.7742369977241859	4
ENSG00000125823_CSTL1	0.4371224681163425	7
ENSG00000125831_CST11	0.6630808539019778	4
ENSG00000125815_CST8	0.6832020208427755	4
ENSG00000101435_CST9L	0.5156397318118705	6
ENSG00000173335_CST9	0.797936078358775	6
ENSG00000101439_CST3	0.572922756552241	5
ENSG00000101441_CST4	0.08754879747940647	8
ENSG00000170373_CST1	0.962026449428501	4
ENSG00000170369_CST2	0.3843827831896969	5
ENSG00000170367_CST5	0.3094697785519237	4
ENSG00000149435_GGTLC1	0.6292620719265243	6
ENSG00000101463_SYNDIG1	0.047681371574819	3
ENSG00000077984_CST7	0.3090628851732651	1
ENSG00000101474_APMAP	0.307028668228723	8
