gene	linb	nSNP
ENSG00000101557_USP14	0.10901230747752322	4
ENSG00000079134_THOC1	0.03628008871678812	5
ENSG00000158270_COLEC12	0.7834579241345947	1
ENSG00000177143_CETN1	0.0052347781512797065	1
ENSG00000079101_CLUL1	0.1430389614858446	9
ENSG00000176890_TYMS	0.20452051845698715	2
ENSG00000132199_ENOSF1	0.31662333636644113	16
ENSG00000176105_YES1	0.06877552707227297	9
ENSG00000141433_ADCYAP1	0.8390021342223002	2
ENSG00000101574_METTL4	0.7876998679370706	13
ENSG00000080986_NDC80	0.6803745972467277	14
ENSG00000101596_SMCHD1	0.0070035439551248135	3
ENSG00000132205_EMILIN2	0.9457380669128241	7
ENSG00000101577_LPIN2	0.5800768242688362	8
ENSG00000101605_MYOM1	0.08208430395639521	23
ENSG00000101608_MYL12A	0.32864752008132736	5
ENSG00000118680_MYL12B	0.8944810406119423	3
ENSG00000177426_TGIF1	0.0555624598377632	3
ENSG00000170579_DLGAP1	0.005633448531175311	2
ENSG00000231824_AKAIN1	0.629590291976019	2
ENSG00000082397_EPB41L3	0.9645096351234228	7
ENSG00000206432_TMEM200C	0.3839590752187133	3
ENSG00000154655_L3MBTL4	0.09843326250358453	12
ENSG00000088756_ARHGAP28	0.5789718956002609	13
ENSG00000101680_LAMA1	0.09968638764196136	29
ENSG00000206422_LRRC30	0.405398231154947	4
ENSG00000173482_PTPRM	0.4173965321041089	6
ENSG00000168502_MTCL1	0.8746066242298679	14
ENSG00000178127_NDUFV2	0.9839751135397896	3
ENSG00000101745_ANKRD12	2.0	6
ENSG00000128791_TWSG1	0.5507677797115881	2
ENSG00000017797_RALBP1	0.041749030598090986	2
ENSG00000154845_PPP4R1	0.08806709193769935	7
ENSG00000168461_RAB31	0.43751716606674595	2
ENSG00000168454_TXNDC2	0.39927461303934264	5
ENSG00000101558_VAPA	0.06939628848042512	3
ENSG00000154856_APCDD1	0.49898380031677925	5
ENSG00000134265_NAPG	0.7095720925380578	2
ENSG00000154864_PIEZO2	0.8022562564117481	27
ENSG00000236396_SLC35G4	0.926958035700904	4
ENSG00000141404_GNAL	0.9507331609446739	5
ENSG00000154889_MPPE1	0.047112664370924984	8
ENSG00000141401_IMPA2	0.5723639144255063	4
ENSG00000181626_ANKRD62	0.09261481903022695	8
ENSG00000176194_CIDEA	0.9383074358009373	4
ENSG00000176014_TUBB6	0.959775506498402	5
ENSG00000141385_AFG3L2	0.8064042605138426	7
ENSG00000141391_PRELID3A	0.8096652838775771	6
ENSG00000134278_SPIRE1	0.5771819529081061	6
ENSG00000128789_PSMG2	0.867077696432172	5
ENSG00000101624_CEP76	0.1548719757306808	9
ENSG00000175354_PTPN2	0.9328103837804849	3
ENSG00000085415_SEH1L	0.18180448212450284	2
ENSG00000101639_CEP192	0.26324664462313074	18
ENSG00000168675_LDLRAD4	0.9083590695316152	3
ENSG00000177150_FAM210A	0.17202404683514205	2
ENSG00000101654_RNMT	0.13834765756461398	6
ENSG00000176136_MC5R	0.5251629598878362	4
ENSG00000185231_MC2R	0.5627679450987539	2
ENSG00000175322_ZNF519	0.14706890125351313	5
ENSG00000183206_POTEC	0.7325752467750357	11
ENSG00000180777_ANKRD30B	0.5019854007662613	33
ENSG00000067900_ROCK1	0.2114670698090333	4
