gene	linb	nSNP
ENSG00000257115_OR11H12	0.7777447881084484	3
ENSG00000222036_POTEM	0.9114048135036109	3
ENSG00000187537_POTEG	0.5050401636920814	26
ENSG00000258453_OR11H2	0.05862887138598438	8
ENSG00000176294_OR4N2	0.21930924371949811	1
ENSG00000182652_AL512310.1	0.8935135132233446	7
ENSG00000176299_OR4M1	0.11271520927703538	4
ENSG00000165762_OR4K2	0.5462297631951005	1
ENSG00000176281_OR4K5	0.0855567177536598	5
ENSG00000155249_OR4K1	0.8752082240724757	8
ENSG00000169488_OR4K15	0.42411161978135614	3
ENSG00000169484_OR4K14	0.9562888854659988	4
ENSG00000176253_OR4K13	0.5807637194625463	6
ENSG00000176246_OR4L1	0.3743593875393556	4
ENSG00000176230_OR4K17	0.05080224959568691	7
ENSG00000184394_OR4N5	0.45175806883305203	3
ENSG00000196832_OR11G2	0.3241073741001207	6
ENSG00000176219_OR11H6	0.04260469300615388	3
ENSG00000176198_OR11H4	0.10409271861987046	6
ENSG00000136319_TTC5	0.11458145427408994	8
ENSG00000100814_CCNB1IP1	0.8129432407621937	5
ENSG00000129484_PARP2	0.678704924498376	7
ENSG00000129566_TEP1	0.29745397311112765	48
ENSG00000185271_KLHL33	0.1614263129869311	14
ENSG00000092094_OSGEP	0.43386877155454817	11
ENSG00000100823_APEX1	0.14892560195918692	6
ENSG00000165782_PIP4P1	0.7889561888755398	3
ENSG00000198805_PNP	0.8154412746294268	1
ENSG00000182545_RNASE10	0.5019668980188061	6
ENSG00000188655_RNASE9	0.12852996306487485	4
ENSG00000259060_AL163195.3	0.6707585854238904	3
ENSG00000173464_RNASE11	0.6157879546035252	3
ENSG00000258436_RNASE12	0.9899118709335804	2
ENSG00000181803_OR6S1	0.11156084022279367	4
ENSG00000214274_ANG	0.8644449921409714	2
ENSG00000258818_RNASE4	0.784140584814484	3
ENSG00000259171_AL163636.2	0.7870881047750921	1
ENSG00000181562_EDDM3A	0.885283560042898	6
ENSG00000181552_EDDM3B	0.03962780919195752	3
ENSG00000169413_RNASE6	0.08515153001525166	1
ENSG00000129538_RNASE1	0.9313388198625172	2
ENSG00000169397_RNASE3	0.8307237736754999	3
ENSG00000169385_RNASE2	0.8711718603799747	3
ENSG00000165792_METTL17	0.7183765186978531	12
ENSG00000165794_SLC39A2	0.8838853031107885	7
ENSG00000165795_NDRG2	0.6224169992112978	12
ENSG00000179636_TPPP2	0.2101585373765803	6
ENSG00000206150_RNASE13	0.8605275634463267	3
ENSG00000165799_RNASE7	0.6519124979010663	3
ENSG00000165801_ARHGEF40	0.764649870124192	11
ENSG00000165804_ZNF219	0.0024708186789207387	2
ENSG00000232070_TMEM253	0.7956124881926766	5
ENSG00000169327_OR5AU1	0.7547828125407172	8
ENSG00000092199_HNRNPC	0.7859660434178843	2
ENSG00000092200_RPGRIP1	0.31215347745255984	17
ENSG00000092201_SUPT16H	0.44782638731207447	2
ENSG00000100888_CHD8	0.042551582108757424	10
ENSG00000092203_TOX4	0.5280918852945868	6
ENSG00000165819_METTL3	0.46973097359362515	11
ENSG00000165821_SALL2	0.8163259626607513	4
ENSG00000169208_OR10G3	0.09546093407176903	2
ENSG00000255582_OR10G2	0.955513181472182	2
ENSG00000221977_OR4E2	0.2030109435376044	5
ENSG00000129562_DAD1	0.7323769589913738	1
ENSG00000100439_ABHD4	0.20089769686191927	7
ENSG00000155463_OXA1L	0.39374866938889264	9
ENSG00000155465_SLC7A7	0.2957042044951387	9
ENSG00000172590_MRPL52	0.4271898352188488	10
ENSG00000197324_LRP10	0.6682260587639941	5
ENSG00000139890_REM2	0.8160745948650335	8
ENSG00000100461_RBM23	0.16336373195460574	14
ENSG00000100462_PRMT5	0.6436829195804253	4
ENSG00000092036_HAUS4	0.0025485364773667474	7
ENSG00000259132_AL132780.3	0.8422826484467518	1
ENSG00000129474_AJUBA	0.20163491310228443	3
ENSG00000100802_C14orf93	0.5996492858925884	2
ENSG00000100804_PSMB5	0.5192862635110274	2
ENSG00000222028_PSMB11	0.5069378283651269	1
ENSG00000139880_CDH24	0.7561456073945592	13
ENSG00000100813_ACIN1	0.772253439178065	9
ENSG00000179933_C14orf119	0.612616519301587	6
ENSG00000092067_CEBPE	0.35425940552861934	3
ENSG00000092068_SLC7A8	0.833098759058274	7
ENSG00000215277_RNF212B	0.49089492177468363	13
ENSG00000215271_HOMEZ	0.0027344707961325376	1
ENSG00000235194_PPP1R3E	0.056975786624438474	4
ENSG00000129473_BCL2L2	0.3525440602444214	3
ENSG00000258643_BCL2L2-PABPN1	0.7622366435545835	2
ENSG00000100836_PABPN1	0.052007966984042975	1
ENSG00000092096_SLC22A17	0.7387741507237958	5
ENSG00000100842_EFS	0.8625551078954191	6
ENSG00000166090_IL25	0.32254454215277206	3
ENSG00000166091_CMTM5	0.549216736962692	6
ENSG00000197616_MYH6	0.8918485449840254	18
ENSG00000092054_MYH7	0.3303102795084327	18
ENSG00000129460_NGDN	0.1344959522149074	14
ENSG00000136367_ZFHX2	0.5542157189968898	7
ENSG00000259431_THTPA	0.34847211277162526	5
ENSG00000213983_AP1G2	0.7128121401733534	18
ENSG00000092051_JPH4	0.03816346936317028	1
ENSG00000100867_DHRS2	0.9574154091316507	9
ENSG00000157326_DHRS4	0.15075163845907635	4
ENSG00000187630_DHRS4L2	0.9647479524939717	10
ENSG00000186648_CARMIL3	0.6448681410136341	10
ENSG00000100884_CPNE6	0.722850852195946	12
ENSG00000129535_NRL	0.3229559923270904	1
ENSG00000100889_PCK2	0.3592058957012009	17
ENSG00000100897_DCAF11	0.4225400511165426	19
ENSG00000259371_AL136295.3	0.2406256540846211	2
ENSG00000139914_FITM1	0.7054402607530328	2
ENSG00000092010_PSME1	0.00025031503903116814	5
ENSG00000100908_EMC9	0.23158274362155873	1
ENSG00000100911_PSME2	0.2512196025819289	4
ENSG00000092098_RNF31	0.7742386094274255	7
ENSG00000259529_AL136295.5	0.5858100717267094	5
ENSG00000100918_REC8	0.8866490106837994	8
ENSG00000196497_IPO4	0.994415365410849	24
ENSG00000259522_AL136295.4	0.331621773291805	12
ENSG00000100926_TM9SF1	0.4139104551996088	5
ENSG00000254692_AL136295.1	0.2870935951926916	3
ENSG00000139908_TSSK4	0.6614189218961983	7
ENSG00000254505_CHMP4A	0.22541504701075477	6
ENSG00000213920_MDP1	0.660864166417481	6
ENSG00000255526_NEDD8-MDP1	0.9174117510667643	4
ENSG00000100938_GMPR2	0.9920464996680941	10
ENSG00000092330_AL096870.1	0.7693518060141662	7
ENSG00000092295_TGM1	0.225076986026008	19
ENSG00000100949_RABGGTA	0.11293542068955009	10
ENSG00000157379_DHRS1	0.6857029036478721	8
ENSG00000196943_NOP9	0.9155374330866377	8
ENSG00000136305_CIDEB	0.524876566207906	12
ENSG00000213906_LTB4R2	0.134939540254716	4
ENSG00000213903_LTB4R	0.06734994356025914	2
ENSG00000129467_ADCY4	0.43872931811472626	24
ENSG00000129465_RIPK3	0.09628610162094986	7
ENSG00000100968_NFATC4	0.060326789042368656	6
ENSG00000205978_NYNRIN	0.7112256820893033	11
ENSG00000139899_CBLN3	0.40501963865604895	6
ENSG00000100441_KHNYN	0.4723470046935542	7
ENSG00000100445_SDR39U1	0.5932088415029313	12
ENSG00000092009_CMA1	0.8248385659076896	6
ENSG00000100448_CTSG	0.280337507986147	6
ENSG00000100450_GZMH	0.031912726092270916	2
ENSG00000100453_GZMB	0.22125586843167466	11
ENSG00000168952_STXBP6	0.87170310450951	3
ENSG00000139910_NOVA1	0.606032645499326	2
ENSG00000184304_PRKD1	0.2649660100441591	10
ENSG00000092140_G2E3	0.7741737206626811	7
ENSG00000092108_SCFD1	0.6900442659376205	6
ENSG00000100473_COCH	0.44159196972315784	9
ENSG00000196792_STRN3	0.17707458857265834	8
ENSG00000100478_AP4S1	0.4629387941932739	6
ENSG00000092148_HECTD1	0.9224748853476024	5
ENSG00000129493_HEATR5A	0.7295406865757235	27
ENSG00000203546_AL139353.1	0.053975551828180035	5
ENSG00000129480_DTD2	0.7094011531759906	2
ENSG00000214943_GPR33	0.13228379659659395	4
ENSG00000151413_NUBPL	0.7979515851840682	7
ENSG00000100852_ARHGAP5	0.29197630137724384	7
ENSG00000151320_AKAP6	0.2884809807838926	12
ENSG00000151322_NPAS3	0.5365855202613876	5
ENSG00000129521_EGLN3	0.8220633277425774	3
ENSG00000165389_SPTSSA	0.5656367424659594	1
ENSG00000129518_EAPP	0.08494306535228491	5
ENSG00000129515_SNX6	0.16119785914349882	6
ENSG00000165410_CFL2	0.9886533148170413	5
ENSG00000198604_BAZ1A	0.29105843445683677	4
ENSG00000100883_SRP54	0.34044612237766203	1
ENSG00000151327_FAM177A1	0.7754213826203771	7
ENSG00000092020_PPP2R3C	0.6337151998359726	14
ENSG00000100890_KIAA0391	0.07593874123386057	5
ENSG00000258790_AL121594.1	0.1288125335782555	6
ENSG00000100902_PSMA6	0.5311177587669466	2
ENSG00000100906_NFKBIA	0.2748299839083572	1
ENSG00000168348_INSM2	0.9058872459404947	1
ENSG00000174373_RALGAPA1	0.7001918123441954	9
ENSG00000100916_BRMS1L	0.41806382140455134	3
ENSG00000151332_MBIP	0.8921846715874034	5
ENSG00000229415_SFTA3	0.33461567657746727	1
ENSG00000136352_NKX2-1	0.881030410258139	3
ENSG00000136327_NKX2-8	0.16970899075011747	7
ENSG00000198807_PAX9	0.1629380853733987	2
ENSG00000183032_SLC25A21	0.9932760768723843	11
ENSG00000151338_MIPOL1	0.03828872956147267	12
ENSG00000139865_TTC6	0.6931934787050611	27
ENSG00000139874_SSTR1	0.558758668155145	1
ENSG00000176435_CLEC14A	0.7494234422646441	2
ENSG00000100934_SEC23A	0.7473632952463091	3
ENSG00000092208_GEMIN2	0.17922436300831546	8
ENSG00000182400_TRAPPC6B	0.15433019728772313	7
ENSG00000100941_PNN	0.03670843392807255	2
ENSG00000150527_MIA2	0.16780259709444223	19
ENSG00000165355_FBXO33	0.3956744399202511	5
ENSG00000165379_LRFN5	0.7618104924518967	1
ENSG00000189139_FSCB	0.08712324396246207	11
ENSG00000179476_C14orf28	0.6496397243592706	7
ENSG00000179454_KLHL28	0.09751547519188275	1
ENSG00000198718_TOGARAM1	0.4359173480833891	17
ENSG00000185246_PRPF39	0.7025811787106211	3
ENSG00000100442_FKBP3	0.184148267867144	1
ENSG00000187790_FANCM	0.3251983100743827	19
ENSG00000129534_MIS18BP1	0.21318856641017492	8
ENSG00000165496_RPL10L	0.09893823501178045	3
ENSG00000139915_MDGA2	0.9852758368964512	4
ENSG00000165501_LRR1	0.9673951637089049	8
ENSG00000165502_RPL36AL	0.8230067007825788	3
ENSG00000168282_MGAT2	0.6338952462018401	1
ENSG00000165506_DNAAF2	0.39519696959937156	13
ENSG00000100479_POLE2	0.2814226755460587	9
ENSG00000197776_KLHDC1	0.4956297740444643	8
ENSG00000165516_KLHDC2	0.9254373236322935	3
ENSG00000165525_NEMF	0.6839018724213226	9
ENSG00000100483_VCPKMT	0.955503981795891	5
ENSG00000100485_SOS2	2.0	11
ENSG00000087299_L2HGDH	0.3972802657585952	7
ENSG00000125375_DMAC2L	0.12800034348092737	10
ENSG00000100490_CDKL1	0.42887164650773213	6
ENSG00000012983_MAP4K5	0.29000557450495235	9
ENSG00000198513_ATL1	0.3696749287873109	3
ENSG00000151748_SAV1	0.7548672625906327	4
ENSG00000100503_NIN	0.7417913052144675	20
ENSG00000100504_PYGL	0.012829033903652642	22
ENSG00000131969_ABHD12B	0.22335778409412166	9
ENSG00000100505_TRIM9	0.10535171959752532	4
ENSG00000139921_TMX1	0.29910717546981924	5
ENSG00000139926_FRMD6	0.58013847519967	6
ENSG00000186469_GNG2	0.6914650154371551	2
ENSG00000087302_RTRAF	0.40106312698694946	6
ENSG00000087303_NID2	0.0033483408239673995	7
