gene	linb	nSNP
ENSG00000277322_GOLGA6L6	0.5007169158248328	19
ENSG00000230031_POTEB2	1.0	1
ENSG00000278522_POTEB3	0.23643346814459587	15
ENSG00000285472_AC134980.3	0.896346184162756	3
ENSG00000183706_OR4N4	0.896346184162756	3
ENSG00000277865_GOLGA6L22	0.7234474521391246	22
ENSG00000170113_NIPA1	0.7306559974368447	4
ENSG00000140157_NIPA2	0.44200437538028536	3
ENSG00000273749_CYFIP1	0.6097577765737237	6
ENSG00000275835_TUBGCP5	0.5675291733383541	14
ENSG00000174450_GOLGA6L2	0.11884565343777787	21
ENSG00000179455_MKRN3	0.6027554686907297	5
ENSG00000254585_MAGEL2	0.7269410312085682	1
ENSG00000182636_NDN	0.006417360304382003	1
ENSG00000185823_NPAP1	0.02321314470163216	5
ENSG00000128739_SNRPN	0.17210656808910307	3
ENSG00000273173_SNURF	0.7711616525599848	1
ENSG00000114062_UBE3A	0.9734396562659084	2
ENSG00000206190_ATP10A	0.7310899605130189	18
ENSG00000166206_GABRB3	0.6577213722214152	12
ENSG00000186297_GABRA5	0.965800339654262	3
ENSG00000182256_GABRG3	0.717052278134173	6
ENSG00000104044_OCA2	0.23982548290777195	13
ENSG00000128731_HERC2	0.02784795450347144	14
ENSG00000188626_GOLGA8M	0.052115138586294796	17
ENSG00000034053_APBA2	0.23945717542177303	3
ENSG00000104059_FAM189A1	0.4683886400074775	5
ENSG00000185115_NSMCE3	0.3056737373553755	1
ENSG00000104067_TJP1	0.7715813068064478	7
ENSG00000179938_GOLGA8J	0.1745404415420575	12
ENSG00000166664_CHRFAM7A	0.34694590048547413	8
ENSG00000261794_GOLGA8H	0.0013067803339958939	21
ENSG00000285077_AC091057.6	0.6279461277937527	5
ENSG00000284906_ARHGAP11B	0.6279461277937527	5
ENSG00000198690_FAN1	0.4433698852555681	23
ENSG00000166912_MTMR10	0.35402497658859033	7
ENSG00000134160_TRPM1	0.00868766470855209	32
ENSG00000169926_KLF13	0.5923205959497846	1
ENSG00000169918_OTUD7A	0.8177532459437131	2
ENSG00000175344_CHRNA7	0.809124886338414	15
ENSG00000249931_GOLGA8K	0.42781741750156455	18
ENSG00000206127_GOLGA8O	0.3100142722932312	5
ENSG00000232653_GOLGA8N	0.9394670312753893	3
ENSG00000198826_ARHGAP11A	0.9028794739087354	8
