gene	linb	nSNP
ENSG00000186092_OR4F5	0.22439516663760684	3
ENSG00000187634_SAMD11	0.462358402967208	24
ENSG00000188976_NOC2L	0.32882108096646245	17
ENSG00000187961_KLHL17	0.6181305231168539	19
ENSG00000187583_PLEKHN1	0.08668283589837766	12
ENSG00000187642_PERM1	0.519414498454233	12
ENSG00000188290_HES4	0.8041576624478802	7
ENSG00000187608_ISG15	0.8721489071794224	2
ENSG00000188157_AGRN	0.7376059057424211	11
ENSG00000237330_RNF223	0.8930976836089	1
ENSG00000131591_C1orf159	2.0	12
ENSG00000162571_TTLL10	0.6410158223935173	15
ENSG00000186891_TNFRSF18	0.42428818221434894	11
ENSG00000186827_TNFRSF4	0.9495961644419106	1
ENSG00000078808_SDF4	0.2468585378669914	7
ENSG00000176022_B3GALT6	0.21133882956845185	3
ENSG00000184163_C1QTNF12	0.6891995557831188	8
ENSG00000162572_SCNN1D	0.4395334516350152	20
ENSG00000131584_ACAP3	0.20668909085937448	6
ENSG00000169972_PUSL1	0.03406856927079782	14
ENSG00000127054_INTS11	0.46974985090024346	28
ENSG00000224051_CPTP	0.5949995055213518	5
ENSG00000169962_TAS1R3	0.8974257336185212	14
ENSG00000107404_DVL1	0.5911477473963154	8
ENSG00000162576_MXRA8	0.7376289203165378	5
ENSG00000221978_CCNL2	0.11934653698347497	8
ENSG00000242485_MRPL20	0.6483139741863108	4
ENSG00000235098_ANKRD65	0.8054487650362101	13
ENSG00000205116_TMEM88B	0.9188912689436708	3
ENSG00000179403_VWA1	0.9691700339969409	4
ENSG00000215915_ATAD3C	0.4973039646184719	11
ENSG00000160072_ATAD3B	0.10330876250055443	27
ENSG00000197785_ATAD3A	0.5483869126395795	9
ENSG00000205090_TMEM240	0.16832071076773292	1
ENSG00000160075_SSU72	0.36218652654263483	2
ENSG00000197530_MIB2	0.10570866438460835	25
ENSG00000189409_MMP23B	0.014241493031729169	9
ENSG00000248333_CDK11B	0.9462039208385474	5
ENSG00000189339_SLC35E2B	0.4533656955312254	6
ENSG00000008128_CDK11A	0.2758542322693829	13
ENSG00000215790_SLC35E2A	0.7383398269622802	7
