gene	linb	nSNP
ENSG00000153404_PLEKHG4B	0.7172514083839356	27
ENSG00000185028_LRRC14B	0.33787544636244204	8
ENSG00000164366_CCDC127	0.9692347577786411	5
ENSG00000073578_SDHA	0.4527046418144418	9
ENSG00000286001_AC021087.5	0.6648138034929494	9
ENSG00000249915_PDCD6	0.4556496655137081	5
ENSG00000286169_AHRR	0.09012422372344986	10
ENSG00000063438_AHRR	0.8255357852667988	9
ENSG00000180104_EXOC3	0.2551720476163071	1
ENSG00000066230_SLC9A3	0.08108026291371329	4
ENSG00000112877_CEP72	0.06711137877266027	15
ENSG00000171368_TPPP	0.8837815314355532	1
ENSG00000206077_ZDHHC11B	0.8810864699822022	13
ENSG00000286094_AC026740.3	0.8807222509180794	14
ENSG00000188818_ZDHHC11	0.6793641043721231	23
ENSG00000028310_BRD9	0.48634940967377394	10
ENSG00000145506_NKD2	0.7672448900131372	12
ENSG00000113504_SLC12A7	0.38317537420054804	15
ENSG00000174358_SLC6A19	0.8490624078419926	24
ENSG00000164363_SLC6A18	0.7967311760669595	16
ENSG00000164362_TERT	0.2976539759484105	5
ENSG00000049656_CLPTM1L	0.8968331276989792	4
ENSG00000142319_SLC6A3	0.0940494427676628	4
ENSG00000153395_LPCAT1	0.9190436189917329	3
ENSG00000171421_MRPL36	0.4703240265387736	2
ENSG00000145494_NDUFS6	0.9069006466991019	2
ENSG00000113430_IRX4	0.8036704380891162	5
ENSG00000170549_IRX1	0.29726732969522585	2
ENSG00000145536_ADAMTS16	0.07887028372630978	11
ENSG00000164151_ICE1	0.4581428538576673	9
ENSG00000133398_MED10	0.12312983796647514	2
ENSG00000037474_NSUN2	0.9211897614069948	7
ENSG00000145545_SRD5A1	0.6694802041462949	3
ENSG00000112941_TENT4A	0.18184413218225937	1
ENSG00000078295_ADCY2	0.2694075813153127	2
ENSG00000215217_C5orf49	0.4844527091494616	5
ENSG00000124275_MTRR	0.5441972054612516	21
ENSG00000124279_FASTKD3	0.6148987348944337	10
ENSG00000112902_SEMA5A	0.3715757867563477	4
ENSG00000169777_TAS2R1	0.9751610084634242	1
ENSG00000150756_ATPSCKMT	0.2744973866303787	12
ENSG00000150753_CCT5	0.016085055554430516	5
ENSG00000164237_CMBL	0.8663046940083043	5
ENSG00000145495_MARCH6	0.2611051561527469	3
ENSG00000145491_ROPN1L	0.25942313421103347	5
ENSG00000164236_ANKRD33B	0.0005167919939800258	1
ENSG00000112977_DAP	0.21924282864370004	6
ENSG00000169862_CTNND2	0.09502835197536996	3
ENSG00000039139_DNAH5	0.638852389537202	62
ENSG00000038382_TRIO	0.8904974121054727	4
ENSG00000145569_OTULINL	0.01786948516523701	6
ENSG00000154124_OTULIN	0.7843452270041531	2
ENSG00000154122_ANKH	0.9451385405655242	1
ENSG00000183654_MARCH11	0.34068028562093144	3
ENSG00000173545_ZNF622	0.9085776600908233	4
ENSG00000154153_RETREG1	0.008520255522201703	4
ENSG00000145555_MYO10	0.5351237311389665	14
ENSG00000176788_BASP1	0.25749109022944694	1
ENSG00000145526_CDH18	0.1390454709076212	3
ENSG00000154162_CDH12	0.20571850152519655	9
ENSG00000164256_PRDM9	0.7598056784500535	16
ENSG00000040731_CDH10	0.5293027521319817	1
ENSG00000113100_CDH9	0.8446418556308715	3
ENSG00000113361_CDH6	0.030254001575348743	5
ENSG00000113360_DROSHA	0.8540523774744673	6
ENSG00000082213_C5orf22	0.8338061857212833	5
ENSG00000133401_PDZD2	0.5047521581976591	9
ENSG00000113384_GOLPH3	0.00598920776913614	1
ENSG00000150712_MTMR12	0.32085268333911254	8
ENSG00000113389_NPR3	0.820155715558611	5
ENSG00000113407_TARS	0.22919789503407695	12
ENSG00000151388_ADAMTS12	0.48630246023446155	21
ENSG00000182631_RXFP3	0.558528230426095	6
ENSG00000164175_SLC45A2	0.20137674636208547	8
ENSG00000242110_AMACR	0.6131054357032513	7
ENSG00000273294_C1QTNF3-AMACR	0.8597858003746084	2
ENSG00000082196_C1QTNF3	0.9336095737076644	2
ENSG00000039560_RAI14	2.0	7
ENSG00000205838_TTC23L	0.1243762774457563	8
ENSG00000113456_RAD1	0.8222959964481629	4
ENSG00000168724_DNAJC21	0.35283267624640224	14
ENSG00000113492_AGXT2	0.48143335985291713	14
ENSG00000113494_PRLR	0.12131580254342977	3
ENSG00000152582_SPEF2	0.5971276390637643	25
ENSG00000168685_IL7R	0.24207191750810853	8
ENSG00000152611_CAPSL	0.43192802549269493	5
ENSG00000145626_UGT3A1	0.014066972672470812	12
ENSG00000168671_UGT3A2	0.3218010065785003	10
ENSG00000164187_LMBRD2	0.689186661892956	7
ENSG00000145604_SKP2	0.34084993885909354	5
ENSG00000152620_NADK2	0.4196464896271378	6
ENSG00000164188_RANBP3L	0.06454115923928028	12
ENSG00000079215_SLC1A3	0.9258747057517698	5
ENSG00000164190_NIPBL	0.4764794374967112	2
ENSG00000197603_CPLANE1	0.7749040437583516	38
ENSG00000113569_NUP155	0.7644251417701751	10
ENSG00000082068_WDR70	0.1057820852718151	4
ENSG00000168621_GDNF	0.34977814441823185	1
ENSG00000164318_EGFLAM	0.4884738016989386	15
ENSG00000113594_LIFR	0.6588037805375457	11
ENSG00000145623_OSMR	0.7975996015409105	12
ENSG00000164327_RICTOR	0.791874839499632	4
ENSG00000082074_FYB1	0.8631183998325238	3
ENSG00000113600_C9	0.9641887846363282	17
ENSG00000153071_DAB2	0.9346825463612094	2
ENSG00000113638_TTC33	0.17430133638043033	4
ENSG00000171522_PTGER4	0.5159126836004042	1
ENSG00000132356_PRKAA1	0.005980089534623811	3
ENSG00000145592_RPL37	0.8774348365459299	1
ENSG00000132357_CARD6	0.21029090565138464	10
ENSG00000112936_C7	0.689531004422511	20
ENSG00000171495_MROH2B	0.16116040105524188	35
ENSG00000039537_C6	0.6841396040421863	19
ENSG00000182836_PLCXD3	0.8258660074130301	4
ENSG00000083720_OXCT1	0.25518975810152145	1
ENSG00000205765_C5orf51	0.8700319153060287	8
ENSG00000151876_FBXO4	0.1678110051895917	7
ENSG00000112964_GHR	0.8190030669932069	7
ENSG00000198865_CCDC152	0.32435174874841954	3
ENSG00000250722_SELENOP	0.7209013590868216	6
ENSG00000177721_ANXA2R	0.4470596732799801	2
ENSG00000172262_ZNF131	0.0639334505463266	3
ENSG00000177453_NIM1K	0.7865378595954091	5
ENSG00000112972_HMGCS1	0.0003157822125838816	2
ENSG00000151882_CCL28	0.3912238970024846	4
ENSG00000151881_TMEM267	0.37812510051250203	3
ENSG00000172244_C5orf34	0.16963417804649694	23
ENSG00000172239_PAIP1	0.4505979350754623	9
ENSG00000112992_NNT	0.9117710814601208	8
ENSG00000112996_MRPS30	0.5589615011121206	5
ENSG00000164588_HCN1	0.549681465682565	1
ENSG00000170571_EMB	0.26402850649050547	7
ENSG00000151883_PARP8	2.0	9
ENSG00000016082_ISL1	0.4733833151804149	1
ENSG00000213949_ITGA1	0.8679154373181492	14
ENSG00000152684_PELO	0.8043360801169149	2
ENSG00000164171_ITGA2	0.45598174783323353	18
ENSG00000164172_MOCS2	0.5150060249827069	3
ENSG00000134363_FST	0.1242357054961627	1
ENSG00000164258_NDUFS4	0.8843165237374162	4
ENSG00000185305_ARL15	0.27752793044297297	4
ENSG00000169271_HSPB3	0.3322617580847814	3
ENSG00000178996_SNX18	0.4774872662188189	6
ENSG00000113088_GZMK	0.1057557866765304	6
ENSG00000145649_GZMA	0.4066383453854211	5
ENSG00000164287_CDC20B	0.9210784860235097	12
ENSG00000164294_GPX8	0.7735707437778235	5
ENSG00000234602_MCIDAS	0.8086717248940374	5
ENSG00000067248_DHX29	0.29751794532935993	13
ENSG00000039123_MTREX	0.12234442489589037	7
ENSG00000067113_PLPP1	0.9933183622678137	7
ENSG00000177058_SLC38A9	0.37838860905826366	10
ENSG00000152670_DDX4	0.542503180722684	3
ENSG00000164509_IL31RA	0.2620153592880756	19
ENSG00000134352_IL6ST	0.0906570480982627	3
ENSG00000164512_ANKRD55	0.7784985599591596	15
ENSG00000095015_MAP3K1	0.13465350829401235	2
ENSG00000155542_SETD9	0.5563743560238549	7
ENSG00000169067_ACTBL2	0.28423370935844583	8
ENSG00000145632_PLK2	0.3901711283469784	6
ENSG00000175857_GAPT	0.5293135452376557	1
ENSG00000152932_RAB3C	0.35411128697155214	3
ENSG00000113448_PDE4D	0.06219647753188928	4
ENSG00000035499_DEPDC1B	0.30919267006299544	10
ENSG00000164181_ELOVL7	0.7424427641652099	5
ENSG00000049167_ERCC8	0.11996901469864585	11
ENSG00000164182_NDUFAF2	0.7638015622947011	4
ENSG00000188725_SMIM15	0.8279380919513375	1
ENSG00000068796_KIF2A	0.2025777140377254	1
ENSG00000086189_DIMT1	0.2750439118257666	10
ENSG00000086200_IPO11	0.07123744813127741	13
ENSG00000186105_LRRC70	0.412669503682615	12
ENSG00000178394_HTR1A	2.0	1
ENSG00000164197_RNF180	0.8460550205703803	8
ENSG00000186479_RGS7BP	0.13211830100369237	1
ENSG00000145642_SHISAL2B	0.41702818602758795	2
ENSG00000153006_SREK1IP1	0.033185860938312994	2
ENSG00000153015_CWC27	0.0954175073466268	8
ENSG00000049192_ADAMTS6	0.9040366062077737	1
ENSG00000123219_CENPK	0.20569188775557556	4
ENSG00000113593_PPWD1	0.7024072271889826	14
ENSG00000113595_TRIM23	0.9936097371132335	5
ENSG00000253251_SHLD3	0.2549245495727248	3
ENSG00000123213_NLN	0.15635894358813995	12
ENSG00000112851_ERBIN	0.5073025289930542	7
ENSG00000153914_SREK1	0.9168934719941992	4
ENSG00000069020_MAST4	0.9779837325426504	17
ENSG00000134061_CD180	0.7338889841010819	6
ENSG00000145675_PIK3R1	0.17019981937352702	4
ENSG00000145740_SLC30A5	0.0075161391775254716	2
ENSG00000153044_CENPH	0.629449764643366	7
ENSG00000134056_MRPS36	0.7058275137944796	4
ENSG00000134058_CDK7	0.938847816536037	7
ENSG00000183323_CCDC125	0.8526747558502339	5
ENSG00000085231_AK6	0.5366516767468066	4
ENSG00000273841_TAF9	0.9542383524749738	6
ENSG00000152942_RAD17	0.5955295187840733	7
ENSG00000152939_MARVELD2	0.2594054824320148	6
ENSG00000197822_OCLN	0.6996811953638483	4
ENSG00000183474_GTF2H2C	0.38878665614494845	5
ENSG00000205571_SMN2	0.2530393685237624	1
ENSG00000172058_SERF1A	0.3870525048727592	1
ENSG00000249437_NAIP	0.8997991363697833	4
ENSG00000145736_GTF2H2	0.31220240032693636	6
ENSG00000145734_BDP1	0.5226157429782194	30
ENSG00000131844_MCCC2	0.9553720537352774	13
ENSG00000131711_MAP1B	0.6295182819796307	2
ENSG00000113048_MRPS27	0.808630685136136	7
ENSG00000049883_PTCD2	0.17080964855274416	10
ENSG00000178175_ZNF366	0.7348252173170664	5
ENSG00000083312_TNPO1	0.5690328480688263	2
ENSG00000157107_FCHO2	0.8762984085368174	2
ENSG00000157111_TMEM171	0.5922113443187158	2
ENSG00000164325_TMEM174	0.6749335640603604	4
ENSG00000251493_FOXD1	0.15954847985550824	1
ENSG00000145741_BTF3	0.28372451915825236	1
ENSG00000164331_ANKRA2	0.6596253924507671	6
ENSG00000164338_UTP15	0.27948640187266693	3
ENSG00000214944_ARHGEF28	0.09110640161076755	25
ENSG00000171617_ENC1	0.15420610566123627	2
ENSG00000049860_HEXB	0.37844812006014406	8
ENSG00000164347_GFM2	0.5087786695393367	14
ENSG00000164346_NSA2	0.6107673108539605	3
ENSG00000198780_FAM169A	0.6974747954045079	2
ENSG00000176928_GCNT4	0.13201557416192466	1
ENSG00000145700_ANKRD31	0.2796489802796358	19
ENSG00000113161_HMGCR	0.46599029458583063	4
ENSG00000113163_COL4A3BP	0.5278087580020059	5
ENSG00000122008_POLK	0.7279624338643511	16
ENSG00000189045_ANKDD1B	0.20692693863458023	8
ENSG00000152359_POC5	0.40961614062088747	4
ENSG00000122012_SV2C	0.6553123765564579	5
ENSG00000145703_IQGAP2	0.03130009233739739	35
ENSG00000164220_F2RL2	0.5714358425028843	4
ENSG00000181104_F2R	0.9339065686945655	1
ENSG00000164251_F2RL1	0.9094982573030339	5
ENSG00000171643_S100Z	0.6625698663960309	2
ENSG00000164252_AGGF1	0.9225186492253289	9
ENSG00000285000_AC008581.2	0.8904043169859852	8
ENSG00000132846_ZBED3	0.03703898174650666	4
ENSG00000284762_AC022414.1	0.8806145085811206	2
ENSG00000113231_PDE8B	0.8806145085811206	2
ENSG00000164253_WDR41	0.503892678165045	17
ENSG00000171540_OTP	0.8642535297659601	1
ENSG00000171530_TBCA	0.01916577557511845	7
